brand,age,mileage,engine_size,fuel_type,transmission,owners,condition,price
Honda,2.3,23748,1.6,Hybrid,Automatic,1,Good,21290.37
Ford,15.3,245675,3.0,Diesel,Manual,1,Excellent,3632.41
Mercedes,8.3,109789,3.5,Electric,Manual,2,Fair,25295.91
BMW,16.4,171898,3.5,Petrol,Manual,1,Excellent,7427.52
BMW,13.2,155464,1.2,Hybrid,Manual,1,Excellent,4230.4
BMW,17.3,224071,2.2,Diesel,Manual,1,Poor,2262.86
Volkswagen,13.5,186434,2.2,Hybrid,Manual,2,Excellent,4596.94
Audi,12.3,82393,1.6,Hybrid,Manual,2,Poor,4641.25
Nissan,4.8,64580,1.2,Hybrid,Automatic,1,Excellent,11599.89
Audi,10.2,187423,2.2,Electric,Automatic,1,Excellent,11486.02
Volkswagen,8.4,125197,2.0,Electric,Manual,2,Excellent,11015.34
Hyundai,11.2,178274,2.5,Hybrid,Automatic,2,Fair,4667.95
Mercedes,3.7,60041,1.0,Electric,Manual,1,Excellent,19758.61
Ford,17.1,221042,1.8,Petrol,Automatic,2,Good,1649.54
Hyundai,10.8,180212,1.4,Hybrid,Automatic,1,Good,3463.74
Volkswagen,10.7,200959,3.0,Petrol,Automatic,2,Good,7331.92
Nissan,6.2,111189,1.0,Electric,Manual,1,Excellent,6241.72
Honda,9.0,146430,2.0,Petrol,Automatic,1,Good,7616.57
Honda,5.4,79986,2.2,Hybrid,Automatic,4,Fair,14628.76
Audi,15.2,263590,2.2,Petrol,Manual,1,Excellent,3559.65
Ford,12.8,149919,1.4,Electric,Automatic,3,Excellent,3285.68
Maruti,9.0,123751,1.4,Electric,Automatic,1,Good,5231.07
Volkswagen,10.1,137702,1.8,Electric,Manual,2,Good,6866.67
Maruti,16.4,172610,1.2,Hybrid,Automatic,1,Fair,1500
Hyundai,11.0,204082,1.6,Hybrid,Manual,2,Good,2944.82
Mercedes,5.0,42385,1.2,Hybrid,Manual,1,Excellent,17043.04
Nissan,9.0,128375,1.6,Electric,Automatic,1,Fair,6322.72
BMW,5.4,94787,3.0,Diesel,Automatic,1,Good,33136.27
Maruti,14.9,257460,2.0,Electric,Manual,2,Fair,1656.42
Nissan,9.6,133071,2.5,Petrol,Manual,2,Fair,6953.45
Volkswagen,4.6,55845,4.0,Diesel,Automatic,1,Good,35128.54
Mercedes,2.9,30114,4.0,Diesel,Manual,1,Poor,51960.78
Toyota,14.1,168655,1.8,Hybrid,Automatic,1,Good,3913.19
Volkswagen,2.4,38962,1.0,Electric,Automatic,2,Excellent,14963.03
Volkswagen,15.7,205843,1.0,Electric,Automatic,3,Poor,1500
Audi,1.7,17612,1.2,Diesel,Automatic,1,Excellent,26890.53
Audi,16.2,211138,1.6,Hybrid,Manual,1,Excellent,2883.75
Toyota,8.3,157443,1.2,Diesel,Automatic,1,Good,5070.24
Nissan,8.3,127196,4.0,Hybrid,Manual,2,Fair,13254.55
Volkswagen,6.9,108512,3.0,Hybrid,Manual,2,Excellent,20202.8
Honda,2.9,47662,1.8,Diesel,Automatic,1,Good,21192.71
Maruti,15.5,212483,3.0,Hybrid,Automatic,1,Excellent,3506.02
Hyundai,14.6,206720,4.0,Diesel,Manual,1,Good,4913.37
BMW,3.9,57272,1.8,Electric,Manual,2,Excellent,31065.43
Audi,7.9,93314,1.6,Electric,Manual,1,Excellent,14629.11
Mercedes,13.5,255440,2.0,Diesel,Automatic,4,Poor,3027.07
Volkswagen,7.2,119340,1.2,Electric,Automatic,1,Good,7745.56
Ford,11.5,157575,2.5,Petrol,Manual,1,Excellent,5883.15
Honda,10.5,126311,1.0,Diesel,Manual,1,Excellent,3550.43
Toyota,9.4,141505,2.5,Petrol,Automatic,1,Good,9421.25
Mercedes,8.7,133411,4.0,Diesel,Manual,1,Excellent,29141.07
Nissan,7.1,104159,4.0,Diesel,Manual,1,Good,19374.83
Ford,12.7,99795,1.2,Diesel,Automatic,1,Excellent,3694.69
Toyota,15.2,226084,1.2,Diesel,Manual,1,Good,1500
Ford,1.9,8362,4.0,Diesel,Manual,2,Excellent,53408.73
Ford,7.7,98071,1.8,Petrol,Manual,2,Good,7966.37
Ford,6.8,95889,1.2,Hybrid,Manual,1,Fair,6018.74
Audi,16.1,196108,2.5,Petrol,Automatic,2,Excellent,5109.06
Ford,15.4,253648,1.8,Electric,Automatic,2,Good,2038.32
Toyota,3.0,37199,2.0,Hybrid,Automatic,2,Good,22270.0
Honda,8.1,175080,3.5,Electric,Manual,2,Poor,9462.21
BMW,11.8,165527,4.0,Hybrid,Manual,1,Excellent,17114.0
Nissan,8.4,113939,2.5,Hybrid,Manual,1,Poor,7861.81
Maruti,2.4,28710,1.6,Hybrid,Manual,1,Excellent,16626.9
Audi,5.5,109938,2.2,Diesel,Manual,4,Excellent,19226.45
BMW,11.3,187844,4.0,Diesel,Automatic,1,Excellent,18184.68
Audi,7.3,65424,3.5,Petrol,Manual,2,Poor,19857.8
Nissan,5.0,86631,1.8,Electric,Automatic,1,Fair,11892.9
Volkswagen,9.2,106601,2.2,Electric,Automatic,1,Poor,8452.44
Toyota,10.9,234511,3.0,Petrol,Automatic,1,Good,6071.02
Mercedes,1.5,30364,1.6,Electric,Automatic,2,Good,40483.46
Toyota,9.8,119615,3.5,Petrol,Automatic,2,Good,14890.46
Audi,2.9,30303,4.0,Hybrid,Manual,2,Good,66309.05
Ford,7.2,100217,1.2,Hybrid,Manual,2,Good,5745.18
BMW,2.6,43666,3.0,Hybrid,Automatic,3,Good,49605.4
Ford,15.2,295088,2.2,Hybrid,Manual,2,Excellent,2413.51
Honda,15.4,216767,3.5,Hybrid,Manual,1,Good,4343.38
Volkswagen,11.0,178103,2.0,Electric,Automatic,2,Good,6003.29
Nissan,16.6,278498,3.5,Petrol,Manual,1,Fair,2217.3
Honda,16.9,251551,2.5,Hybrid,Manual,1,Good,2421.5
Mercedes,8.6,166684,2.0,Petrol,Manual,2,Good,11109.6
Nissan,8.8,157779,1.6,Hybrid,Automatic,1,Excellent,6569.54
Nissan,15.8,268972,1.0,Electric,Manual,3,Poor,1500
BMW,1.2,13264,1.0,Petrol,Automatic,3,Fair,19214.91
Toyota,0.9,4494,2.2,Hybrid,Automatic,2,Fair,31793.53
Audi,4.9,90154,1.4,Diesel,Manual,1,Poor,10555.96
Maruti,7.9,79266,4.0,Hybrid,Manual,1,Fair,13676.14
Maruti,15.1,232819,2.5,Diesel,Automatic,2,Fair,1872.65
Volkswagen,8.9,113501,3.0,Petrol,Manual,2,Good,12725.39
Audi,6.5,122827,3.5,Electric,Automatic,1,Excellent,38623.39
Volkswagen,14.4,292760,2.0,Electric,Automatic,1,Good,3072.67
Honda,11.6,94504,2.5,Diesel,Manual,1,Fair,7055.54
Nissan,17.6,292002,3.5,Petrol,Manual,2,Excellent,2696.89
Hyundai,8.9,151999,1.4,Electric,Automatic,1,Excellent,6258.47
Hyundai,16.0,204249,1.4,Petrol,Manual,1,Good,1500
Mercedes,6.6,87658,1.0,Electric,Manual,1,Fair,9058.02
Nissan,8.0,136246,3.0,Petrol,Automatic,3,Excellent,11703.15
Toyota,12.2,214401,1.8,Diesel,Manual,2,Fair,3287.67
Volkswagen,4.1,56608,3.0,Petrol,Manual,1,Fair,23611.44
Ford,1.5,26782,2.5,Hybrid,Manual,4,Good,28984.64
BMW,4.3,58349,4.0,Diesel,Manual,2,Good,51861.23
Nissan,15.0,226255,3.0,Diesel,Automatic,2,Fair,2827.18
BMW,4.5,69379,3.5,Hybrid,Automatic,1,Poor,34286.79
Audi,11.4,98597,3.0,Diesel,Manual,2,Good,13872.85
Hyundai,1.5,27666,3.0,Hybrid,Automatic,3,Good,34744.15
BMW,15.2,193169,1.8,Electric,Manual,1,Good,4484.98
Hyundai,16.4,169390,1.6,Hybrid,Automatic,1,Excellent,2438.47
Volkswagen,12.3,241868,3.5,Hybrid,Automatic,2,Good,6257.54
Audi,14.1,120471,1.8,Hybrid,Manual,4,Poor,3371.34
Toyota,15.7,247050,2.0,Diesel,Automatic,3,Good,2111.5
BMW,7.4,72192,1.4,Electric,Automatic,1,Good,14158.68
Maruti,8.9,125386,3.5,Hybrid,Manual,1,Excellent,13488.35
Nissan,6.0,75404,3.0,Diesel,Automatic,1,Good,19008.98
Hyundai,15.0,120939,3.5,Electric,Automatic,3,Excellent,7459.33
Nissan,0.6,12838,1.0,Petrol,Manual,2,Good,13086.54
Toyota,0.7,12070,3.5,Diesel,Manual,1,Good,56010.84
Maruti,12.9,163696,3.5,Electric,Automatic,1,Poor,4943.12
Maruti,7.3,110094,1.0,Hybrid,Manual,2,Good,3944.41
BMW,5.0,68905,2.0,Hybrid,Manual,1,Excellent,26260.84
Mercedes,0.6,14655,1.2,Hybrid,Manual,1,Good,30606.03
Volkswagen,3.0,50806,2.0,Diesel,Manual,1,Good,22144.01
BMW,2.4,30351,1.4,Electric,Manual,2,Excellent,30491.05
Nissan,11.5,182415,1.2,Electric,Manual,2,Fair,2367.99
Honda,17.0,231603,1.4,Petrol,Automatic,1,Excellent,1500
Mercedes,7.4,54117,2.5,Electric,Manual,2,Good,26600.13
Toyota,9.8,103153,1.4,Petrol,Automatic,1,Excellent,6260.75
Ford,10.7,93368,3.5,Petrol,Automatic,2,Good,12225.95
Honda,9.0,139234,1.0,Electric,Manual,3,Fair,3381.01
Audi,0.7,13096,2.5,Electric,Automatic,2,Good,64071.16
Audi,12.3,153946,1.6,Electric,Automatic,1,Good,6514.97
Mercedes,11.7,151101,4.0,Diesel,Automatic,1,Good,18119.32
Hyundai,10.7,113712,2.0,Diesel,Automatic,4,Good,5681.14
Maruti,0.7,4839,1.4,Electric,Manual,1,Good,19669.28
Audi,15.6,255848,1.0,Electric,Automatic,1,Poor,1500
Volkswagen,16.1,252443,1.6,Electric,Automatic,2,Excellent,2056.46
Maruti,10.2,167530,2.0,Electric,Automatic,4,Good,4582.78
Maruti,3.2,32013,2.0,Hybrid,Automatic,4,Fair,15048.4
Maruti,7.9,118635,2.2,Hybrid,Automatic,1,Excellent,9191.6
BMW,15.3,293261,2.5,Electric,Manual,1,Fair,4122.31
Hyundai,14.2,209706,1.2,Electric,Automatic,3,Good,1670.34
Volkswagen,2.0,33263,1.4,Hybrid,Automatic,1,Good,22117.71
Honda,15.8,240814,2.2,Hybrid,Manual,1,Good,2460.57
Volkswagen,4.2,77887,2.5,Diesel,Manual,2,Fair,18101.67
Maruti,8.3,139025,1.0,Diesel,Manual,1,Good,3051.22
Hyundai,9.8,164404,1.8,Hybrid,Manual,1,Fair,4587.5
Audi,14.4,301644,1.8,Petrol,Manual,2,Good,2874.47
Audi,3.4,52458,1.8,Petrol,Manual,3,Good,23533.49
BMW,14.8,306215,1.2,Petrol,Automatic,2,Excellent,2149.66
Mercedes,13.4,179131,2.2,Petrol,Manual,1,Fair,5623.05
Ford,7.5,118616,1.6,Diesel,Manual,2,Good,7059.4
Mercedes,15.6,237359,3.5,Electric,Manual,1,Excellent,7383.17
Toyota,11.0,137034,2.0,Petrol,Automatic,1,Good,6832.21
Mercedes,13.4,202352,1.6,Petrol,Automatic,3,Good,4070.85
Honda,11.1,211614,1.8,Electric,Manual,1,Good,4420.26
BMW,4.6,51727,1.0,Diesel,Manual,1,Good,14220.91
Nissan,2.9,26550,2.5,Electric,Automatic,2,Fair,25122.09
Mercedes,7.9,130157,2.0,Electric,Manual,3,Good,14835.14
Honda,8.4,77423,1.6,Petrol,Automatic,1,Good,8447.82
Audi,9.1,114787,1.8,Electric,Manual,3,Good,10146.99
Toyota,9.7,97653,2.2,Electric,Manual,2,Good,9916.77
Honda,15.7,223958,1.8,Hybrid,Manual,4,Good,2061.77
Mercedes,6.0,71090,1.2,Petrol,Manual,1,Fair,11325.16
Honda,13.2,148927,2.5,Diesel,Manual,3,Good,4791.75
Ford,11.3,152876,2.2,Hybrid,Manual,2,Good,5915.52
Audi,9.8,99128,4.0,Petrol,Manual,2,Good,22031.3
Mercedes,2.8,50022,1.2,Diesel,Automatic,1,Good,23070.71
Toyota,5.3,76604,1.8,Hybrid,Manual,2,Fair,12596.64
Ford,6.1,65210,2.2,Hybrid,Automatic,1,Excellent,16224.65
Maruti,3.8,55383,2.0,Diesel,Automatic,3,Excellent,14050.51
Hyundai,8.8,101695,3.0,Hybrid,Automatic,1,Good,12391.87
Volkswagen,6.8,88181,1.8,Petrol,Manual,1,Good,11080.68
Mercedes,2.0,28385,1.2,Hybrid,Manual,1,Good,24666.41
Volkswagen,2.0,26056,1.4,Hybrid,Automatic,1,Good,21190.55
Maruti,4.8,44616,2.5,Petrol,Manual,2,Good,15177.61
Toyota,4.5,60242,3.0,Hybrid,Manual,1,Excellent,29366.51
Honda,10.6,179877,1.2,Diesel,Manual,2,Good,3328.59
Hyundai,1.2,21778,3.0,Petrol,Automatic,1,Poor,26387.47
Toyota,5.4,103596,2.5,Electric,Automatic,1,Good,18574.09
Hyundai,1.8,38310,1.0,Electric,Manual,1,Excellent,12589.42
Volkswagen,6.3,83007,3.0,Hybrid,Automatic,2,Good,20341.61
BMW,1.0,5724,2.5,Petrol,Automatic,2,Good,56933.84
Nissan,6.3,85289,1.4,Electric,Manual,2,Good,8474.87
Audi,7.9,169355,3.0,Electric,Manual,1,Fair,17855.1
Honda,5.5,63363,2.2,Petrol,Automatic,1,Good,17192.62
BMW,11.3,170945,2.0,Electric,Automatic,1,Good,8779.19
Audi,5.1,84590,1.8,Diesel,Automatic,1,Excellent,21428.66
Volkswagen,3.6,32733,4.0,Electric,Manual,2,Fair,41383.79
Honda,8.8,117882,1.2,Diesel,Manual,1,Excellent,5229.15
Honda,4.0,56063,1.2,Petrol,Manual,1,Good,10706.74
Toyota,16.9,281056,2.2,Hybrid,Manual,2,Excellent,2358.28
Mercedes,2.7,47683,1.6,Electric,Manual,3,Excellent,33029.51
Toyota,9.0,162274,3.5,Petrol,Automatic,2,Excellent,12086.85
Honda,8.1,107785,1.2,Petrol,Manual,1,Excellent,6161.17
Nissan,2.4,32078,2.5,Electric,Automatic,1,Good,28681.75
Ford,9.6,140573,1.2,Diesel,Manual,2,Good,3532.72
Hyundai,7.0,99452,1.6,Electric,Automatic,1,Good,9297.88
Hyundai,0.8,16801,3.0,Electric,Automatic,2,Fair,38268.32
Toyota,1.9,29754,4.0,Petrol,Manual,1,Fair,47332.58
Honda,11.3,58125,4.0,Diesel,Automatic,2,Excellent,16835.56
Hyundai,7.8,123468,2.2,Diesel,Manual,1,Excellent,9718.59
Toyota,3.2,31788,3.5,Diesel,Automatic,2,Excellent,38344.18
Honda,6.1,87464,1.4,Electric,Manual,2,Good,10015.45
Ford,8.5,101044,2.2,Diesel,Automatic,1,Excellent,11112.86
Hyundai,15.6,211064,1.8,Electric,Automatic,1,Good,2178.53
Maruti,3.6,33948,3.0,Hybrid,Automatic,1,Good,26300.26
Honda,8.3,107730,1.4,Electric,Automatic,1,Poor,5471.88
BMW,1.9,36118,2.5,Electric,Automatic,1,Excellent,54866.98
Volkswagen,14.5,246904,2.0,Petrol,Automatic,3,Good,2359.39
Mercedes,2.9,41553,1.0,Diesel,Automatic,4,Good,16489.0
Mercedes,2.5,45637,2.2,Electric,Manual,1,Good,49154.67
BMW,10.2,140247,3.0,Hybrid,Automatic,2,Excellent,16439.44
Volkswagen,17.6,402603,3.5,Hybrid,Automatic,3,Excellent,3283.87
BMW,2.3,28236,2.5,Electric,Automatic,1,Good,57424.18
Nissan,16.6,190828,1.0,Hybrid,Manual,3,Good,1500
Toyota,17.8,309020,1.0,Hybrid,Automatic,3,Good,1500
Volkswagen,1.3,24738,1.4,Petrol,Automatic,1,Fair,17160.83
Hyundai,13.6,228424,2.0,Petrol,Automatic,2,Good,2344.78
BMW,5.2,80061,2.0,Diesel,Manual,1,Excellent,24392.08
BMW,1.0,12313,1.0,Electric,Automatic,2,Excellent,30347.68
Mercedes,13.8,159069,3.5,Hybrid,Manual,1,Good,11572.26
Volkswagen,1.4,6128,3.5,Diesel,Automatic,1,Poor,39239.59
Toyota,1.9,24696,1.2,Diesel,Manual,3,Good,13803.21
BMW,6.7,87589,2.5,Petrol,Manual,4,Good,20719.17
Hyundai,15.2,216423,4.0,Diesel,Automatic,1,Good,4639.25
Honda,13.2,168543,2.0,Electric,Manual,1,Good,4486.36
Toyota,3.9,69144,2.0,Diesel,Automatic,3,Excellent,20524.4
Toyota,6.0,70978,3.0,Petrol,Manual,1,Excellent,22874.4
Mercedes,0.6,8028,3.0,Hybrid,Automatic,1,Poor,59707.45
Nissan,11.5,218498,2.2,Hybrid,Automatic,1,Good,4471.34
Nissan,9.0,137270,1.0,Hybrid,Manual,3,Excellent,3806.15
Honda,10.1,174057,3.0,Electric,Automatic,1,Good,10978.16
Maruti,2.6,24883,2.2,Electric,Automatic,1,Excellent,26044.28
Honda,10.7,148506,1.2,Petrol,Automatic,1,Poor,2841.14
Ford,11.7,197984,1.4,Diesel,Automatic,1,Poor,2031.32
Volkswagen,1.9,25420,1.6,Hybrid,Manual,1,Good,24070.56
Maruti,11.1,126941,1.6,Petrol,Manual,2,Good,3813.28
Ford,7.8,96229,4.0,Petrol,Manual,1,Fair,16020.95
Maruti,14.4,216990,1.0,Diesel,Manual,3,Good,1500
Honda,7.8,132842,1.6,Electric,Manual,2,Good,7697.43
Hyundai,10.0,136748,3.5,Diesel,Manual,1,Poor,7303.89
BMW,1.4,21870,4.0,Petrol,Manual,1,Fair,68119.43
Toyota,12.9,173267,1.6,Electric,Automatic,3,Poor,2662.18
Toyota,6.3,84576,4.0,Electric,Automatic,2,Fair,26011.06
Mercedes,7.4,107601,1.0,Diesel,Manual,2,Excellent,8787.41
Mercedes,2.4,28902,1.2,Electric,Automatic,1,Good,29668.88
BMW,12.7,149364,1.8,Petrol,Manual,1,Excellent,6479.15
Volkswagen,2.8,42520,4.0,Hybrid,Manual,2,Excellent,52847.36
Audi,11.2,162213,2.2,Electric,Manual,1,Good,9108.67
Honda,13.5,189517,2.5,Petrol,Automatic,1,Good,4528.28
Nissan,14.7,113129,3.5,Diesel,Manual,2,Good,6585.05
Nissan,9.6,84645,2.0,Diesel,Automatic,2,Poor,5317.68
BMW,8.0,115486,1.4,Petrol,Automatic,2,Excellent,10137.71
Honda,11.0,197164,1.2,Electric,Automatic,2,Good,3223.4
Nissan,10.3,116968,2.2,Diesel,Manual,1,Good,7058.35
BMW,2.7,46383,4.0,Petrol,Manual,1,Excellent,68721.72
Honda,6.9,58792,1.8,Electric,Manual,2,Good,12680.21
Toyota,2.5,25159,1.0,Diesel,Manual,3,Good,11470.89
Honda,15.3,264638,2.0,Electric,Manual,2,Good,2501.11
Volkswagen,14.6,161043,1.2,Petrol,Automatic,1,Excellent,2525.84
Toyota,14.8,188748,1.8,Petrol,Automatic,1,Good,2744.6
Nissan,17.2,267342,3.0,Petrol,Automatic,2,Excellent,2399.18
Mercedes,3.8,72417,1.2,Diesel,Manual,1,Excellent,17817.19
Volkswagen,7.5,114898,1.6,Diesel,Manual,2,Excellent,9971.05
Nissan,5.6,92380,4.0,Diesel,Automatic,1,Good,24963.2
Mercedes,9.7,149222,1.6,Petrol,Automatic,3,Good,8251.03
Volkswagen,5.6,74856,3.0,Hybrid,Manual,1,Good,22855.04
Mercedes,13.3,240528,1.0,Petrol,Manual,1,Excellent,2277.36
Ford,17.7,206784,1.4,Diesel,Manual,1,Good,1500
Volkswagen,2.0,34875,2.5,Diesel,Automatic,1,Excellent,38334.04
Maruti,4.7,89063,1.0,Hybrid,Automatic,2,Fair,5170.22
Maruti,13.4,138152,4.0,Electric,Manual,1,Good,7704.39
Maruti,3.5,47095,3.5,Diesel,Automatic,2,Fair,23800.21
Mercedes,15.9,132250,1.4,Hybrid,Automatic,4,Excellent,3756.71
Volkswagen,5.5,93030,1.0,Hybrid,Automatic,3,Good,8126.72
Audi,11.8,185032,1.2,Hybrid,Manual,1,Fair,3916.31
Honda,3.5,48678,4.0,Electric,Manual,1,Fair,38979.08
Honda,17.0,127722,1.0,Electric,Manual,1,Excellent,1741.75
Maruti,13.4,262883,2.5,Hybrid,Manual,2,Good,2629.4
Maruti,13.2,132590,2.2,Hybrid,Manual,1,Good,4417.04
Volkswagen,9.5,120864,2.0,Electric,Automatic,1,Good,10066.92
Ford,6.1,104447,1.0,Diesel,Manual,4,Good,4690.33
Maruti,16.9,279892,1.4,Electric,Automatic,1,Good,1500
Audi,3.1,29913,3.5,Hybrid,Manual,1,Good,60166.02
Audi,5.8,72989,3.0,Electric,Manual,1,Excellent,35731.85
Ford,9.3,138159,3.0,Petrol,Manual,1,Excellent,10231.82
Toyota,8.8,62052,1.6,Electric,Manual,1,Excellent,9550.53
Nissan,1.4,20683,2.2,Petrol,Manual,2,Excellent,25094.27
Audi,4.0,56372,3.0,Petrol,Automatic,1,Good,45971.52
Mercedes,13.4,286245,1.2,Diesel,Manual,1,Excellent,2714.07
BMW,4.5,44894,4.0,Hybrid,Automatic,3,Good,57061.15
Nissan,3.3,25447,4.0,Diesel,Manual,1,Good,42662.98
Maruti,4.3,66823,2.0,Electric,Manual,2,Good,14309.42
Nissan,8.8,78612,2.5,Electric,Manual,1,Fair,9943.12
BMW,3.9,47154,2.2,Petrol,Manual,1,Fair,29023.05
Maruti,7.3,110801,2.5,Petrol,Automatic,1,Good,11176.15
Audi,9.9,119720,1.8,Electric,Manual,1,Excellent,12225.82
Volkswagen,1.6,18574,2.0,Electric,Manual,1,Good,32417.86
Honda,6.2,66697,2.2,Petrol,Manual,1,Excellent,16260.58
Hyundai,7.8,85984,4.0,Hybrid,Manual,1,Fair,16970.04
Volkswagen,6.3,80752,4.0,Diesel,Manual,2,Fair,21549.79
Maruti,11.8,216434,1.6,Electric,Manual,1,Fair,2295.89
Honda,7.9,109009,2.2,Diesel,Automatic,2,Excellent,11509.0
Mercedes,7.1,98364,2.5,Petrol,Automatic,2,Good,21400.94
Volkswagen,16.8,324781,1.8,Petrol,Automatic,3,Good,1624.04
Toyota,4.7,77715,1.2,Diesel,Automatic,3,Good,9739.93
Mercedes,2.3,40441,3.0,Electric,Manual,1,Good,64908.18
Hyundai,4.2,43429,1.0,Hybrid,Automatic,1,Excellent,9556.01
Hyundai,8.5,131174,2.0,Electric,Manual,1,Good,7763.39
Volkswagen,0.8,10869,2.5,Diesel,Manual,1,Good,41894.31
Toyota,9.0,103592,1.4,Electric,Automatic,4,Excellent,6763.61
Audi,17.2,298130,1.6,Hybrid,Automatic,1,Fair,1881.81
Honda,3.8,45014,3.5,Hybrid,Automatic,1,Good,33212.07
Maruti,11.2,140025,3.0,Hybrid,Manual,1,Excellent,8076.01
Hyundai,2.8,25944,3.0,Hybrid,Automatic,1,Good,33979.7
BMW,11.8,130469,2.0,Electric,Manual,1,Fair,8510.85
Volkswagen,17.3,182866,2.0,Petrol,Automatic,1,Good,2729.77
Hyundai,17.0,326647,1.4,Electric,Manual,4,Excellent,1500
Volkswagen,8.8,138997,3.0,Hybrid,Automatic,1,Fair,13161.62
Hyundai,12.0,117194,3.0,Diesel,Automatic,2,Excellent,7809.1
Ford,2.0,31005,1.4,Electric,Automatic,1,Good,18608.45
Mercedes,9.8,141593,1.8,Petrol,Automatic,2,Fair,9362.86
Audi,5.2,92311,1.8,Hybrid,Manual,3,Excellent,19470.46
BMW,16.2,254650,3.0,Electric,Automatic,1,Poor,3509.98
Ford,2.3,43472,3.0,Electric,Manual,2,Fair,28442.84
Mercedes,5.8,80504,2.0,Hybrid,Manual,1,Good,22643.55
Mercedes,6.8,120628,2.2,Diesel,Automatic,3,Good,19319.29
BMW,14.4,141083,3.0,Diesel,Manual,2,Good,8792.23
Maruti,13.5,167071,1.2,Electric,Manual,3,Excellent,1882.14
Nissan,12.4,155449,4.0,Hybrid,Automatic,1,Good,9211.71
Nissan,1.1,9479,3.5,Diesel,Manual,2,Good,43412.51
Volkswagen,3.9,52446,1.4,Electric,Manual,2,Fair,12491.49
BMW,12.2,183713,2.5,Diesel,Manual,3,Good,6733.07
Toyota,9.6,140477,1.8,Diesel,Manual,1,Excellent,6980.14
Ford,6.8,98625,3.0,Hybrid,Manual,1,Poor,12016.39
Mercedes,5.2,107138,2.0,Petrol,Automatic,1,Good,23168.94
Toyota,11.9,157929,4.0,Electric,Manual,3,Good,10582.59
Toyota,6.1,103156,3.5,Petrol,Manual,1,Fair,18292.32
Nissan,15.0,220683,1.4,Hybrid,Automatic,2,Good,1766.18
Mercedes,9.7,156301,2.2,Electric,Automatic,2,Good,13508.02
Audi,0.9,24363,2.2,Hybrid,Manual,2,Good,44528.43
Honda,9.3,124271,3.0,Petrol,Automatic,1,Excellent,12378.68
Audi,11.5,134217,1.4,Petrol,Automatic,2,Good,6312.13
Honda,2.6,26954,1.8,Electric,Automatic,4,Excellent,22955.38
Volkswagen,6.1,91997,2.0,Petrol,Manual,1,Good,13179.61
Honda,6.3,89638,1.6,Petrol,Automatic,2,Good,10028.64
Maruti,0.6,5444,1.0,Diesel,Manual,1,Fair,10616.04
Toyota,14.9,217775,1.2,Diesel,Automatic,1,Good,1801.82
Honda,15.4,241515,3.0,Diesel,Automatic,3,Good,3120.0
Audi,1.7,13520,1.8,Electric,Automatic,1,Excellent,45307.97
Toyota,9.9,108864,1.8,Hybrid,Automatic,1,Good,7758.67
Maruti,7.1,109731,1.4,Electric,Automatic,1,Fair,5457.01
Nissan,4.1,36206,2.5,Electric,Automatic,1,Fair,21010.54
Audi,10.7,100691,2.5,Petrol,Manual,2,Good,11820.21
Nissan,0.9,16221,1.4,Hybrid,Manual,1,Excellent,19531.4
Hyundai,17.1,244502,1.0,Electric,Automatic,2,Excellent,1500
Audi,17.4,294508,1.4,Electric,Manual,2,Poor,1500
Hyundai,7.3,99565,4.0,Diesel,Manual,2,Good,17925.04
Hyundai,11.8,185363,2.5,Electric,Automatic,1,Excellent,5657.7
Toyota,8.2,116176,1.8,Electric,Manual,4,Good,7655.76
Audi,12.2,127877,2.2,Electric,Manual,2,Good,9946.84
Hyundai,16.8,225062,3.0,Hybrid,Manual,1,Excellent,3045.43
Honda,8.0,87106,1.8,Electric,Automatic,2,Good,10967.04
BMW,6.3,88425,3.0,Diesel,Automatic,1,Excellent,35912.32
Toyota,17.4,211578,1.4,Petrol,Manual,1,Fair,1500
Audi,2.8,35559,3.5,Electric,Manual,3,Good,57508.84
Mercedes,10.4,164187,1.8,Petrol,Manual,1,Fair,6497.65
Mercedes,7.3,115700,2.2,Petrol,Automatic,1,Fair,15365.09
Ford,1.6,30973,1.4,Diesel,Automatic,2,Good,18518.36
Ford,11.4,159173,3.0,Electric,Automatic,2,Good,7919.62
Honda,10.3,137200,2.5,Diesel,Manual,2,Excellent,9079.35
Toyota,4.6,56191,2.2,Electric,Manual,1,Good,22808.04
Volkswagen,8.5,142078,1.8,Diesel,Manual,1,Excellent,8624.85
Honda,2.3,41353,1.0,Diesel,Automatic,2,Good,11985.86
Nissan,13.7,263905,3.0,Hybrid,Automatic,2,Excellent,4000.56
Mercedes,9.3,115671,3.5,Hybrid,Manual,2,Good,21624.5
Ford,16.9,197227,3.0,Hybrid,Automatic,4,Poor,2396.1
Ford,16.9,165174,2.0,Electric,Manual,2,Poor,1916.38
Hyundai,14.2,215518,1.8,Hybrid,Automatic,1,Good,2494.66
Nissan,13.8,128073,1.8,Petrol,Automatic,1,Fair,3286.79
Volkswagen,9.3,144714,3.0,Petrol,Manual,1,Good,11297.87
Ford,6.8,80156,1.8,Diesel,Automatic,2,Excellent,10144.77
Mercedes,15.5,225064,3.5,Electric,Automatic,2,Good,7326.67
BMW,5.7,97588,1.6,Hybrid,Manual,1,Fair,15612.56
Volkswagen,13.1,265180,3.5,Diesel,Manual,1,Fair,5130.1
Toyota,3.7,86654,3.0,Electric,Automatic,2,Good,30296.06
